!!!SBtab DocumentName='iCH360' Name='iCH360' SBtabVersion='1.0' Date='2024-9-3'																										
!!SBtab TableID='compartment' Document='../Exemples/SBML/iCH360/Escherichia_coli_iCH360' TableType='Compartment' TableName='Compartment' SBtabVersion='1.0' Date='2024-9-3'																										
!ID	!Name	!Size	!Unit	!SBOTerm																						
c	cytosol	nan																								
e	extracellular space	nan																								
p	periplasm	nan																								
																										
!!SBtab TableID='compound' Document='../Exemples/SBML/iCH360/Escherichia_coli_iCH360' TableType='Compound' TableName='Compound' SBtabVersion='1.0' Date='2024-9-3'																										
!ID	!Name	!Location	!IsConstant	!SBOTerm	!InitialConcentration	!hasOnlySubstanceUnits	!SBML:fbc:chemicalFormula	!SBML:fbc:charge	!Identifiers:bigg.metabolite	!Identifiers:biocyc	!Identifiers:obo.chebi	!Identifiers:hmdb	!Identifiers:inchikey	!Identifiers:kegg.compound	!Identifiers:metanetx.chemical	!Identifiers:reactome	!Identifiers:sabiork.compound	!Identifiers:seed.compound	!Identifiers:envipath/650babc9-9d68-4b73-9332-11972ca26f7b/compound	!Identifiers:envipath/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/compound	!Identifiers:kegg.drug	!Identifiers:envipath/4fd7f3e0-dd25-43ac-9453-dda3e52396e4/compound	!Identifiers:lipidmaps	!Identifiers:envipath/5882df9c-dae1-4d80-a40e-db4724271456/compound	!Identifiers:slm	!Identifiers:kegg_glycan
R_DHQS	3-dehydroquinate synthase	M_2dda7p_c <=> M_3dhq_c + M_pi_c				SBO:0000176	False	G_b3389	cobra_0_bound	cobra_default_ub	DHQS	ECOLI:3-DEHYDROQUINATE-SYNTHASE-RXN	4.2.3.4	R03083	MNXR153354	21969	2923	rxn02212		MNXR97447						
R_EAR161x	Enoyl-[acyl-carrier-protein] reductase (NADH) (n-C16:1)	M_h_c + M_nadh_c + M_t3c9palmeACP_c <=> M_hdeACP_c + M_nad_c				SBO:0000176	False	G_b1288	cobra_0_bound	cobra_default_ub	EAR161x	ECOLI:RXN-10661	1.3.1.9		MNXR97857											
R_EAR161y	Enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C16:1)	M_h_c + M_nadph_c + M_t3c9palmeACP_c <=> M_hdeACP_c + M_nadp_c				SBO:0000176	False		cobra_0_bound	cobra_default_ub	EAR161y		1.3.1.10		MNXR97858											
R_PGCD	Phosphoglycerate dehydrogenase	M_3pg_c + M_nad_c <=> M_3php_c + M_h_c + M_nadh_c				SBO:0000176	False	G_b2913	cobra_0_bound	cobra_default_ub	PGCD	ECOLI:PGLYCDEHYDROG-RXN	1.1.1.95	R01513	MNXR102527	12641	8970	rxn01101	R-XTR-977348							
R_MALtex	Malate transport via diffusion (extracellular to periplasm)	M_mal__L_e <=> M_mal__L_p				SBO:0000185	True	(G_b0929 or G_b2215 or G_b0241 or G_b1377)	cobra_default_lb	cobra_default_ub	MALtex	ECOLI:RXN0-2481			MNXR101367		13793	rxn08868								
R_3OAS141	3-oxoacyl-[acyl-carrier-protein] synthase (n-C14:1)	M_cddec5eACP_c + M_h_c + M_malACP_c <=> M_3ocmrs7eACP_c + M_ACP_c + M_co2_c				SBO:0000176	False	(G_b2323 and G_b1094)	cobra_0_bound	cobra_default_ub	3OAS141	ECOLI:RXN-10654	2.3.1.41		MNXR94958											
R_3OAR121	3-oxoacyl-[acyl-carrier-protein] reductase (n-C12:1)	M_3ocddec5eACP_c + M_h_c + M_nadph_c <=> M_3hcddec5eACP_c + M_nadp_c				SBO:0000176	False	G_b1093	cobra_0_bound	cobra_default_ub	3OAR121	ECOLI:RXN0-2142	1.1.1.100		MNXR94943			rxn07987								
R_ADSL1r	Adenylsuccinate lyase	M_dcamp_c <=> M_amp_c + M_fum_c				SBO:0000176	True	G_b1131	cobra_default_lb	cobra_default_ub	ADSL1r	ECOLI:AMPSYN-RXN	4.3.2.2	R01083	MNXR190613	16855	306	rxn00800	R-DDI-73828	MNXR95493						
R_AICART	Phosphoribosylaminoimidazolecarboxamide formyltransferase	M_10fthf_c + M_aicar_c <=> M_fprica_c + M_thf_c				SBO:0000176	True	G_b4006	cobra_default_lb	cobra_default_ub	AICART	ECOLI:AICARTRANSFORM-RXN	2.1.2.3	R04560	MNXR190625	22194	122		R-GGA-73798	MNXR95639						
R_D_LACt2pp	D-lactate transport via proton symport (periplasm)	M_h_p + M_lac__D_p <=> M_h_c + M_lac__D_c				SBO:0000185	True	(G_b2975 or G_b3603)	cobra_default_lb	cobra_default_ub	D_LACt2pp	ECOLI:TRANS-RXN0-515			MNXR97838			rxn08350								
R_RIBtex	Ribose transport via diffusion (extracellular to periplasm)	M_rib__D_e <=> M_rib__D_p				SBO:0000185	True	(G_b0929 or G_b2215 or G_b0241 or G_b1377)	cobra_default_lb	cobra_default_ub	RIBtex	ECOLI:RXN0-2481			MNXR104036			rxn09228								
R_FRUpts2pp	Fructose transport via PEP:Pyr PTS (f6p generating) (periplasm)	M_fru_p + M_pep_c <=> M_f6p_c + M_pyr_c				SBO:0000185	False	(G_b1819 and G_b1818 and G_b1817 and G_b2416 and G_b2415)	cobra_0_bound	cobra_default_ub	FRUpts2pp	ECOLI:TRANS-RXN-158A		R02630	MNXR182405					MNXR99662						
R_FORtex	Formate transport via diffusion (extracellular to periplasm)	M_for_e <=> M_for_p				SBO:0000185	True	(G_b0929 or G_b2215 or G_b0241 or G_b1377)	cobra_default_lb	cobra_default_ub	FORtex	ECOLI:RXN0-2481			MNXR99620	29679	12483	rxn08526	R-HSA-6803255							
R_PFK	Phosphofructokinase	M_atp_c + M_f6p_c <=> M_adp_c + M_fdp_c + M_h_c				SBO:0000176	False	(G_b3916 or G_b1723)	cobra_0_bound	cobra_default_ub	PFK	ECOLI:6PFRUCTPHOS-RXN	2.7.1.11		MNXR145952	16112				MNXR102507						
R_PGM	Phosphoglycerate mutase	M_2pg_c <=> M_3pg_c				SBO:0000176	True	(G_b0755 or G_b3612)	cobra_default_lb	cobra_default_ub	PGM	ECOLI:RXN-15513	5.4.2.12	R01518	MNXR102547	15904	7641	rxn01106	R-SCE-71654							
R_CYTBO3_4pp	Cytochrome oxidase bo3 (ubiquinol-8: 4 protons) (periplasm)	8.0 M_h_c + M_o2_c + 2.0 M_q8h2_c <=> 2.0 M_h2o_c + 8.0 M_h_p + 2.0 M_q8_c				SBO:0000185	False	(G_b0429 and G_b0432 and G_b0431 and G_b0430)	cobra_0_bound	cobra_default_ub	CYTBO3_4pp	ECOLI:RXN0-5268		R11335	MNXR97036											
R_EAR141x	Enoyl-[acyl-carrier-protein] reductase (NADH) (n-C14:1)	M_h_c + M_nadh_c + M_t3c7mrseACP_c <=> M_nad_c + M_tdeACP_c				SBO:0000176	False	G_b1288	cobra_0_bound	cobra_default_ub	EAR141x	ECOLI:RXN-10657	1.3.1.9		MNXR97853											
R_EAR141y	Enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C14:1)	M_h_c + M_nadph_c + M_t3c7mrseACP_c <=> M_nadp_c + M_tdeACP_c				SBO:0000176	False		cobra_0_bound	cobra_default_ub	EAR141y		1.3.1.10		MNXR97854											
R_EAR181x	Enoyl-[acyl-carrier-protein] reductase (NADH) (n-C18:1)	M_h_c + M_nadh_c + M_t3c11vaceACP_c <=> M_nad_c + M_octeACP_c				SBO:0000176	False	G_b1288	cobra_0_bound	cobra_default_ub	EAR181x	ECOLI:RXN-9558	1.3.1.9		MNXR97861											
R_EAR181y	Enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C18:1)	M_h_c + M_nadph_c + M_t3c11vaceACP_c <=> M_nadp_c + M_octeACP_c				SBO:0000176	False		cobra_0_bound	cobra_default_ub	EAR181y		1.3.1.10		MNXR97862											
R_TPI	Triose-phosphate isomerase	M_dhap_c <=> M_g3p_c				SBO:0000176	True	G_b3919	cobra_default_lb	cobra_default_ub	TPI	ECOLI:TRIOSEPISOMERIZATION-RXN	5.3.1.1	R01015	MNXR146573	18585	4	rxn00747	R-DME-70454	MNXR104918						
R_RPI	Ribose-5-phosphate isomerase	M_r5p_c <=> M_ru5p__D_c				SBO:0000176	True	(G_b2914 or G_b4090)	cobra_default_lb	cobra_default_ub	RPI	ECOLI:RIB5PISOM-RXN	5.3.1.6		MNXR189850					MNXR104084						
R_3OAR120	3-oxoacyl-[acyl-carrier-protein] reductase (n-C12:0)	M_3oddecACP_c + M_h_c + M_nadph_c <=> M_3hddecACP_c + M_nadp_c				SBO:0000176	True	G_b1093	cobra_default_lb	cobra_default_ub	3OAR120	ECOLI:3-OXOACYL-ACP-REDUCT-RXN	1.1.1.100	R04964	MNXR152657			rxn05340		MNXR94942						
R_3HAD80	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C8:0)	M_3hoctACP_c <=> M_h2o_c + M_toct2eACP_c				SBO:0000176	False	(G_b0180 or G_b0954)	cobra_0_bound	cobra_default_ub	3HAD80	ECOLI:3-HYDROXYDECANOYL-ACP-DEHYDR-RXN	2.3.1.-	R04537	MNXR152639			rxn05334		MNXR94888						
R_3HAD120	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C12:0)	M_3hddecACP_c <=> M_h2o_c + M_tddec2eACP_c				SBO:0000176	False	(G_b0180 or G_b0954)	cobra_0_bound	cobra_default_ub	3HAD120	ECOLI:3-HYDROXYDECANOYL-ACP-DEHYDR-RXN	2.3.1.-	R04965	MNXR152620			rxn05331		MNXR94877						
R_EAR180x	Enoyl-[acyl-carrier-protein] reductase (NADH) (n-C18:0)	M_h_c + M_nadh_c + M_toctd2eACP_c <=> M_nad_c + M_ocdcaACP_c				SBO:0000176	False	G_b1288	cobra_0_bound	cobra_default_ub	EAR180x	ECOLI:ENOYL-ACP-REDUCT-NADH-RXN	1.3.1.9		MNXR97859											
R_AKGtex	Alpha-ketoglutarate transport via diffusion (extracellular to periplasm)	M_akg_e <=> M_akg_p				SBO:0000185	True	(G_b0929 or G_b2215 or G_b0241 or G_b1377)	cobra_default_lb	cobra_default_ub	AKGtex	ECOLI:RXN0-2481			MNXR95663		13794	rxn13220								
R_SO4t2pp	Sulfate transport in via proton symport (periplasm to cytoplasm)	M_h_p + M_so4_p <=> M_h_c + M_so4_c				SBO:0000185	False	G_b2413	cobra_0_bound	cobra_default_ub	SO4t2pp	ECOLI:TRANS-RXN0-586			MNXR104466	28577		rxn05651								
R_EAR180y	Enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C18:0)	M_h_c + M_nadph_c + M_toctd2eACP_c <=> M_nadp_c + M_ocdcaACP_c				SBO:0000176	False	G_b1288	cobra_0_bound	cobra_default_ub	EAR180y	ECOLI:ENOYL-ACP-REDUCT-NADPH-RXN	1.3.1.10		MNXR97860											
R_ACONTb	Aconitase (half-reaction B, Isocitrate hydro-lyase)	M_acon_C_c + M_h2o_c <=> M_icit_c				SBO:0000176	True	(G_b0118 or G_b1276)	cobra_default_lb	cobra_default_ub	ACONTb	ECOLI:ACONITATEHYDR-RXN	4.2.1.3	R01900	MNXR191427	22147		rxn01388		MNXR95387						
R_3HAD161	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C16:1)	M_3hcpalm9eACP_c <=> M_h2o_c + M_t3c9palmeACP_c				SBO:0000176	False	G_b0180	cobra_0_bound	cobra_default_ub	3HAD161	ECOLI:RXN-10660	4.2.1.61		MNXR94882			rxn07978								
R_SUCDi	Succinate dehydrogenase (irreversible)	M_q8_c + M_succ_c <=> M_fum_c + M_q8h2_c				SBO:0000176	False	(G_b0723 and G_b0724 and G_b0721 and G_b0722)	cobra_0_bound	cobra_default_ub	SUCDi	ECOLI:SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN		R02164	MNXR99641	29188		rxn09272								
R_ASNS1	Asparagine synthase (glutamine-hydrolysing)	M_asp__L_c + M_atp_c + M_gln__L_c + M_h2o_c <=> M_amp_c + M_asn__L_c + M_glu__L_c + M_h_c + M_ppi_c				SBO:0000176	False	G_b0674	cobra_0_bound	cobra_default_ub	ASNS1	ECOLI:ASNSYNB-RXN	6.3.5.4	R00578	MNXR153021	12228		rxn11214	R-OSA-70599	MNXR96059						
R_EAR80y	Enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C8:0)	M_h_c + M_nadph_c + M_toct2eACP_c <=> M_nadp_c + M_ocACP_c				SBO:0000176	False	G_b1288	cobra_0_bound	cobra_default_ub	EAR80y	ECOLI:ENOYL-ACP-REDUCT-NADPH-RXN	2.3.1.86		MNXR97868											
R_EAR120y	Enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C12:0)	M_h_c + M_nadph_c + M_tddec2eACP_c <=> M_ddcaACP_c + M_nadp_c				SBO:0000176	False	G_b1288	cobra_0_bound	cobra_default_ub	EAR120y	ECOLI:ENOYL-ACP-REDUCT-NADPH-RXN	2.3.1.86		MNXR148946					MNXR97848						
R_3OAR181	3-oxoacyl-[acyl-carrier-protein] reductase (n-C18:1)	M_3ocvac11eACP_c + M_h_c + M_nadph_c <=> M_3hcvac11eACP_c + M_nadp_c				SBO:0000176	False	G_b1093	cobra_0_bound	cobra_default_ub	3OAR181	ECOLI:RXN-9556	1.1.1.100		MNXR94949			rxn07993								
R_3HAD121	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C12:1)	M_3hcddec5eACP_c <=> M_h2o_c + M_t3c5ddeceACP_c				SBO:0000176	False	G_b0180	cobra_0_bound	cobra_default_ub	3HAD121	ECOLI:RXN0-2144	4.2.1.61		MNXR94878			rxn07976								
R_EX_o2_e	O2 exchange	M_o2_e <=> 				SBO:0000627	True		cobra_default_lb	cobra_default_ub	EX_o2_e				MNXR102090			rxn09734								
R_EAR140x	Enoyl-[acyl-carrier-protein] reductase (NADH) (n-C14:0)	M_h_c + M_nadh_c + M_tmrs2eACP_c <=> M_myrsACP_c + M_nad_c				SBO:0000176	False	G_b1288	cobra_0_bound	cobra_default_ub	EAR140x	ECOLI:ENOYL-ACP-REDUCT-NADH-RXN	2.3.1.-		MNXR97851											
R_3OAS181	3-oxoacyl-[acyl-carrier-protein] synthase (n-C18:1)	M_h_c + M_hdeACP_c + M_malACP_c <=> M_3ocvac11eACP_c + M_ACP_c + M_co2_c				SBO:0000176	False	((G_b1095 and G_b1094) or (G_b2323 and G_b1094))	cobra_0_bound	cobra_default_ub	3OAS181	ECOLI:2.3.1.179-RXN	2.3.1.179		MNXR94962											
R_3OAS140	3-oxoacyl-[acyl-carrier-protein] synthase (n-C14:0)	M_ddcaACP_c + M_h_c + M_malACP_c <=> M_3omrsACP_c + M_ACP_c + M_co2_c				SBO:0000176	False	((G_b1095 and G_b1094) or (G_b2323 and G_b1094))	cobra_0_bound	cobra_default_ub	3OAS140	ECOLI:3-OXOACYL-ACP-SYNTH-RXN	2.3.1.86		MNXR94957											
R_3OAR140	3-oxoacyl-[acyl-carrier-protein] reductase (n-C14:0)	M_3omrsACP_c + M_h_c + M_nadph_c <=> M_3hmrsACP_c + M_nadp_c				SBO:0000176	True	G_b1093	cobra_default_lb	cobra_default_ub	3OAR140	ECOLI:3-OXOACYL-ACP-REDUCT-RXN	1.1.1.100	R04566	MNXR152660			rxn05342		MNXR94944						
R_EAR160y	Enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C16:0)	M_h_c + M_nadph_c + M_tpalm2eACP_c <=> M_nadp_c + M_palmACP_c				SBO:0000176	False	G_b1288	cobra_0_bound	cobra_default_ub	EAR160y	ECOLI:ENOYL-ACP-REDUCT-NADPH-RXN	1.3.1.10		MNXR149094					MNXR97856						
R_3OAR160	3-oxoacyl-[acyl-carrier-protein] reductase (n-C16:0)	M_3opalmACP_c + M_h_c + M_nadph_c <=> M_3hpalmACP_c + M_nadp_c				SBO:0000176	True	G_b1093	cobra_default_lb	cobra_default_ub	3OAR160	ECOLI:3-OXOACYL-ACP-REDUCT-RXN	1.1.1.100	R04543	MNXR152664			rxn05336		MNXR94946						
R_3HAD181	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C18:1)	M_3hcvac11eACP_c <=> M_h2o_c + M_t3c11vaceACP_c				SBO:0000176	False	G_b0180	cobra_0_bound	cobra_default_ub	3HAD181	ECOLI:RXN-9557	4.2.1.61		MNXR94884			rxn07980								
R_EAR100y	Enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C10:0)	M_h_c + M_nadph_c + M_tdec2eACP_c <=> M_dcaACP_c + M_nadp_c				SBO:0000176	False	G_b1288	cobra_0_bound	cobra_default_ub	EAR100y	ECOLI:ENOYL-ACP-REDUCT-NADPH-RXN	2.3.1.86		MNXR97846											
R_3OAR141	3-oxoacyl-[acyl-carrier-protein] reductase (n-C14:1)	M_3ocmrs7eACP_c + M_h_c + M_nadph_c <=> M_3hcmrs7eACP_c + M_nadp_c				SBO:0000176	False	G_b1093	cobra_0_bound	cobra_default_ub	3OAR141	ECOLI:RXN-10655	1.1.1.100		MNXR94945			rxn07989								
R_3OAR161	3-oxoacyl-[acyl-carrier-protein] reductase (n-C16:1)	M_3ocpalm9eACP_c + M_h_c + M_nadph_c <=> M_3hcpalm9eACP_c + M_nadp_c				SBO:0000176	False	G_b1093	cobra_0_bound	cobra_default_ub	3OAR161	ECOLI:RXN-10659	1.1.1.100		MNXR94947			rxn07991								
R_3HAD141	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C14:1)	M_3hcmrs7eACP_c <=> M_h2o_c + M_t3c7mrseACP_c				SBO:0000176	False	G_b0180	cobra_0_bound	cobra_default_ub	3HAD141	ECOLI:RXN-10656	4.2.1.61		MNXR94880			rxn07977								
R_EAR121x	Enoyl-[acyl-carrier-protein] reductase (NADH) (n-C12:1)	M_h_c + M_nadh_c + M_t3c5ddeceACP_c <=> M_cddec5eACP_c + M_nad_c				SBO:0000176	False	G_b1288	cobra_0_bound	cobra_default_ub	EAR121x	ECOLI:RXN0-2145	1.3.1.9		MNXR97849											
R_EAR121y	Enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C12:1)	M_h_c + M_nadph_c + M_t3c5ddeceACP_c <=> M_cddec5eACP_c + M_nadp_c				SBO:0000176	False		cobra_0_bound	cobra_default_ub	EAR121y		1.3.1.10		MNXR97850											
R_ACONTa	Aconitase (half-reaction A, Citrate hydro-lyase)	M_cit_c <=> M_acon_C_c + M_h2o_c				SBO:0000176	True	(G_b0118 or G_b1276)	cobra_default_lb	cobra_default_ub	ACONTa	ECOLI:ACONITATEDEHYDR-RXN	4.2.1.3	R01325	MNXR154367	10228	268	rxn00974		MNXR95386						
R_3HAD40	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C4:0)	M_3haACP_c <=> M_but2eACP_c + M_h2o_c				SBO:0000176	False	(G_b0180 or G_b0954)	cobra_0_bound	cobra_default_ub	3HAD40	ECOLI:3-HYDROXYDECANOYL-ACP-DEHYDR-RXN	4.2.1.58		MNXR152632			rxn07981		MNXR94885						
R_3OAS60	3-oxoacyl-[acyl-carrier-protein] synthase (n-C6:0)	M_butACP_c + M_h_c + M_malACP_c <=> M_3ohexACP_c + M_ACP_c + M_co2_c				SBO:0000176	False	((G_b1095 and G_b1094) or (G_b2323 and G_b1094))	cobra_0_bound	cobra_default_ub	3OAS60	ECOLI:3-OXOACYL-ACP-SYNTH-RXN	2.3.1.86		MNXR94963											
R_3OAS160	3-oxoacyl-[acyl-carrier-protein] synthase (n-C16:0)	M_h_c + M_malACP_c + M_myrsACP_c <=> M_3opalmACP_c + M_ACP_c + M_co2_c				SBO:0000176	False	((G_b1095 and G_b1094) or (G_b2323 and G_b1094))	cobra_0_bound	cobra_default_ub	3OAS160	ECOLI:3-OXOACYL-ACP-SYNTH-RXN	2.3.1.86		MNXR94959											
R_3OAR60	3-oxoacyl-[acyl-carrier-protein] reductase (n-C6:0)	M_3ohexACP_c + M_h_c + M_nadph_c <=> M_3hhexACP_c + M_nadp_c				SBO:0000176	True	G_b1093	cobra_default_lb	cobra_default_ub	3OAR60	ECOLI:3-OXOACYL-ACP-REDUCT-RXN	1.1.1.100	R04953	MNXR152674			rxn05337		MNXR94952						
R_3OAR80	3-oxoacyl-[acyl-carrier-protein] reductase (n-C8:0)	M_3ooctACP_c + M_h_c + M_nadph_c <=> M_3hoctACP_c + M_nadp_c				SBO:0000176	True	G_b1093	cobra_default_lb	cobra_default_ub	3OAR80	ECOLI:3-OXOACYL-ACP-REDUCT-RXN	1.1.1.100	R04536	MNXR152677			rxn05341		MNXR94953						
R_EAR100x	Enoyl-[acyl-carrier-protein] reductase (NADH) (n-C10:0)	M_h_c + M_nadh_c + M_tdec2eACP_c <=> M_dcaACP_c + M_nad_c				SBO:0000176	False	G_b1288	cobra_0_bound	cobra_default_ub	EAR100x	ECOLI:ENOYL-ACP-REDUCT-NADH-RXN	2.3.1.-		MNXR97845											
R_EAR120x	Enoyl-[acyl-carrier-protein] reductase (NADH) (n-C12:0)	M_h_c + M_nadh_c + M_tddec2eACP_c <=> M_ddcaACP_c + M_nad_c				SBO:0000176	False	G_b1288	cobra_0_bound	cobra_default_ub	EAR120x	ECOLI:ENOYL-ACP-REDUCT-NADH-RXN	2.3.1.-		MNXR148942					MNXR97847						
R_EAR160x	Enoyl-[acyl-carrier-protein] reductase (NADH) (n-C16:0)	M_h_c + M_nadh_c + M_tpalm2eACP_c <=> M_nad_c + M_palmACP_c				SBO:0000176	False	G_b1288	cobra_0_bound	cobra_default_ub	EAR160x	ECOLI:ENOYL-ACP-REDUCT-NADH-RXN	1.3.1.9		MNXR149092					MNXR97855						
R_EAR140y	Enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C14:0)	M_h_c + M_nadph_c + M_tmrs2eACP_c <=> M_myrsACP_c + M_nadp_c				SBO:0000176	False	G_b1288	cobra_0_bound	cobra_default_ub	EAR140y	ECOLI:ENOYL-ACP-REDUCT-NADPH-RXN	2.3.1.86		MNXR97852											
R_3OAS121	3-oxoacyl-[acyl-carrier-protein] synthase (n-C12:1)	M_cdec3eACP_c + M_h_c + M_malACP_c <=> M_3ocddec5eACP_c + M_ACP_c + M_co2_c				SBO:0000176	False	(G_b2323 and G_b1094)	cobra_0_bound	cobra_default_ub	3OAS121	ECOLI:RXN0-2141	2.3.1.41		MNXR94956											
R_3OAS80	3-oxoacyl-[acyl-carrier-protein] synthase (n-C8:0)	M_h_c + M_hexACP_c + M_malACP_c <=> M_3ooctACP_c + M_ACP_c + M_co2_c				SBO:0000176	False	((G_b1095 and G_b1094) or (G_b2323 and G_b1094))	cobra_0_bound	cobra_default_ub	3OAS80	ECOLI:3-OXOACYL-ACP-SYNTH-RXN	2.3.1.86		MNXR94964											
R_3OAS100	3-oxoacyl-[acyl-carrier-protein] synthase (n-C10:0)	M_h_c + M_malACP_c + M_ocACP_c <=> M_3odecACP_c + M_ACP_c + M_co2_c				SBO:0000176	False	((G_b1095 and G_b1094) or (G_b2323 and G_b1094))	cobra_0_bound	cobra_default_ub	3OAS100	ECOLI:3-OXOACYL-ACP-SYNTH-RXN	2.3.1.86		MNXR94954											
R_3OAS120	3-oxoacyl-[acyl-carrier-protein] synthase (n-C12:0)	M_dcaACP_c + M_h_c + M_malACP_c <=> M_3oddecACP_c + M_ACP_c + M_co2_c				SBO:0000176	False	((G_b1095 and G_b1094) or (G_b2323 and G_b1094))	cobra_0_bound	cobra_default_ub	3OAS120	ECOLI:3-OXOACYL-ACP-SYNTH-RXN	2.3.1.86		MNXR94955											
R_3OAR40	3-oxoacyl-[acyl-carrier-protein] reductase (n-C4:0)	M_actACP_c + M_h_c + M_nadph_c <=> M_3haACP_c + M_nadp_c				SBO:0000176	True	G_b1093	cobra_default_lb	cobra_default_ub	3OAR40	ECOLI:3-OXOACYL-ACP-REDUCT-RXN	1.1.1.100		MNXR152669			rxn07994		MNXR94950						
R_3OAR100	3-oxoacyl-[acyl-carrier-protein] reductase (n-C10:0)	M_3odecACP_c + M_h_c + M_nadph_c <=> M_3hdecACP_c + M_nadp_c				SBO:0000176	True	G_b1093	cobra_default_lb	cobra_default_ub	3OAR100	ECOLI:3-OXOACYL-ACP-REDUCT-RXN	1.1.1.100	R04534	MNXR152653			rxn05338		MNXR94941						
R_3HAD60	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C6:0)	M_3hhexACP_c <=> M_h2o_c + M_thex2eACP_c				SBO:0000176	False	(G_b0180 or G_b0954)	cobra_0_bound	cobra_default_ub	3HAD60	ECOLI:3-HYDROXYDECANOYL-ACP-DEHYDR-RXN	2.3.1.-	R04954	MNXR152636			rxn05330		MNXR94887						
R_3HAD100	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C10:0)	M_3hdecACP_c <=> M_h2o_c + M_tdec2eACP_c				SBO:0000176	False	(G_b0180 or G_b0954)	cobra_0_bound	cobra_default_ub	3HAD100	ECOLI:3-HYDROXYDECANOYL-ACP-DEHYDR-RXN	2.3.1.-	R04535	MNXR152617			rxn05333		MNXR94876						
R_3HAD140	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C14:0)	M_3hmrsACP_c <=> M_h2o_c + M_tmrs2eACP_c				SBO:0000176	False	(G_b0180 or G_b0954)	cobra_0_bound	cobra_default_ub	3HAD140	ECOLI:3-HYDROXYDECANOYL-ACP-DEHYDR-RXN	2.3.1.-	R04568	MNXR152623			rxn05335		MNXR94879						
R_3HAD160	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C16:0)	M_3hpalmACP_c <=> M_h2o_c + M_tpalm2eACP_c				SBO:0000176	False	(G_b0180 or G_b0954)	cobra_0_bound	cobra_default_ub	3HAD160	ECOLI:3-HYDROXYDECANOYL-ACP-DEHYDR-RXN	2.3.1.-	R04544	MNXR152627			rxn05332		MNXR94881						
R_EAR40x	Enoyl-[acyl-carrier-protein] reductase (NADH) (n-C4:0)	M_but2eACP_c + M_h_c + M_nadh_c <=> M_butACP_c + M_nad_c				SBO:0000176	False	G_b1288	cobra_0_bound	cobra_default_ub	EAR40x	ECOLI:ENOYL-ACP-REDUCT-NADH-RXN	2.3.1.-		MNXR97863											
R_EAR60y	Enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C6:0)	M_h_c + M_nadph_c + M_thex2eACP_c <=> M_hexACP_c + M_nadp_c				SBO:0000176	False	G_b1288	cobra_0_bound	cobra_default_ub	EAR60y	ECOLI:ENOYL-ACP-REDUCT-NADPH-RXN	2.3.1.86		MNXR97866											
R_EAR60x	Enoyl-[acyl-carrier-protein] reductase (NADH) (n-C6:0)	M_h_c + M_nadh_c + M_thex2eACP_c <=> M_hexACP_c + M_nad_c				SBO:0000176	False	G_b1288	cobra_0_bound	cobra_default_ub	EAR60x	ECOLI:ENOYL-ACP-REDUCT-NADH-RXN	2.3.1.-		MNXR97865											
R_EAR80x	Enoyl-[acyl-carrier-protein] reductase (NADH) (n-C8:0)	M_h_c + M_nadh_c + M_toct2eACP_c <=> M_nad_c + M_ocACP_c				SBO:0000176	False	G_b1288	cobra_0_bound	cobra_default_ub	EAR80x	ECOLI:ENOYL-ACP-REDUCT-NADH-RXN	2.3.1.-		MNXR97867											
R_3OAR180	3-oxoacyl-[acyl-carrier-protein] reductase (n-C18:0)	M_3ooctdACP_c + M_h_c + M_nadph_c <=> M_3hoctaACP_c + M_nadp_c				SBO:0000176	True	G_b1093	cobra_default_lb	cobra_default_ub	3OAR180	ECOLI:3-OXOACYL-ACP-REDUCT-RXN	1.1.1.100		MNXR152667			rxn07992		MNXR94948						
